"x"
"1" NA
"2" NA
"3" NA
"4" NA
"5" NA
"6" NA
"7" NA
"8" NA
"9" NA
"10" NA
"11" "作者toolin (紅藍是世上最美的顏色)看板TWICE標題[閒聊] 又是我( ￣▽￣)σ送專時間Mon Jun 25 17:34:55 2018
推 ymax36050: 台灣人學日文覺得漢字還好 外國人應該很崩潰吧 06/28 20:07
→ ymax36050: 巨蛋演唱會我要參加 （舉手 06/28 20:07
推 EVA1125ONCE: 沒想到子瑜會許願XD 目標東京巨蛋 衝啊!! 06/28 20:37
→ lyk191947: 子瑜的字果然最漂亮，寫漢字沒問題 06/28 21:50
推 doofor: 東京巨蛋我一定要衝! 06/28 21:51
推 shuttlecocks: Mina和子瑜的字好看！ 06/28 22:28
推 MissWhite: 外籍成員外 定延的漢字感覺最工整~ 06/28 23:22
推 NK20000: 推推孩子們 06/28 23:32
推 husky1989: 我覺得志效、多賢、彩瑛漢字都寫得好可愛 06/28 23:33
→ husky1989: 好喜歡這種圓圓(?的字體感XD 06/28 23:34
推 kuramylove: 一起實現願望吧! 06/28 23:42
※ 編輯: Nokia33l0 (112.104.108.57), 06/29/2018 00:16:00
推 jknm0101: 可是韓國不是還有用一點點漢字嗎？ 06/29 11:12
推 lesliedj: 日常用字基本完全沒有..只有特殊職業(例：律師)有在用 06/29 15:46
推 starbacker: 印象去漢化後年輕的很少會中文 06/29 15:51
→ DesignXD: 有慢慢教回來了但韓國以前用正體現在教簡體... 06/29 17:18
"
"57" NA
"58" NA
"59" "作者st40182 (此生最愛金多賢)看板TWICE標題Fw: [情報] MUSIC BANK 29日20周年特別舞台表演時間Thu Jun 28 17:28:58 2018
※ [本文轉錄自 KoreanPop 看板 #1RDAVdk3 ]

作者: jinyi (.....) 看板: KoreanPop
標題: [情報] MUSIC BANK 29日20周年特別舞台表演
時間: Thu Jun 28 17:18:28 2018

MUSIC BANK 29日20周年特別舞台表演
http://www.tvreport.co.kr/?c=news&m=newsview&idx=1065520
KBS MUSIC BAK 29日將播出20周年\"Party Twenty\"特輯

與MUSIC BANK同時迎來20周年的神話也確定演出為粉絲帶來特別舞台。在這20年間贏得
一位的前輩歌手和2018上半年的一位隊伍正在準備合作演出。

特別舞台:金炫廷和MAMAMOO的SOLAR合作、白智榮與GFRIEND的特別表演、Red Velvet表演
GEE、TWICE表演SO HOT、李貞賢\"WA\"的特別演出。

另外還有歷代MC的祝賀活動，朴敘俊、宋仲基、朴寶劍等人。

2005年時任MUSIC BANK主持人的朴慶琳與2016年KBS演藝大賞主人公金鐘旼將擔任特別MC。

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 140.111.153.131
※ 文章網址: https://www.ptt.cc/bbs/KoreanPop/M.1530177511.A.B83.html
※ 發信站: 批踢踢實業坊(ptt.cc)
※ 轉錄者: st40182 (120.105.133.228), 06/28/2018 17:28:58
※ 編輯: st40182 (120.105.133.228), 06/28/2018 17:29:37
推 babun: 推 06/28 17:57
推 Ritketts: 推 06/28 17:59
推 shwd: 推~ 06/28 18:01
→ tycousin: 要轉好歹也說一聲吧 06/28 18:04
→ tycousin: 這應該是基本禮貌吧 06/28 18:05
→ st40182: 阿.. 當初看到就轉了真的忘了說QQ  我會再和原作者說聲 06/28 18:11
→ st40182: 謝謝提醒 06/28 18:11
推 lemon520: 每次都表演這幾首... 06/28 18:13
推 wumayzi: 因為是經典歌曲 06/28 18:20
推 ezorange: 推 06/28 18:21
推 garyqbs: 我推~ 06/28 18:43
推 baileygisys: 推 期待～ 06/28 18:54
推 kop88205: 推經典 :D 06/28 19:00
推 kaidawang: 對歌曲無感 WG SNSD 經典的歌又不是只有這兩首 06/28 19:05
→ kaidawang: 這兩首 都不知跳多少次了 06/28 19:05
→ beejoe: Gee在音銀11冠，So Hot 5冠。Tell me 6冠，也許這是選擇的 06/28 19:14
→ beejoe: 原因之一 @@ 06/28 19:15
(HowWhy99 刪除 Daenerys5566 的推文: A-4)
(HowWhy99 刪除 Daenerys5566 的推文: 同上)
→ Daenerys5566: 期待 06/28 19:39
推 radishhead: 都是經典沒什麼比不比的上的 期待~~~ 06/28 19:41
推 ladyC: 她們那麼忙，有特別舞台看已經很感謝了!!!!!!!!!期待 06/28 19:43
推 imhuahua: 這是live還是預錄好的啊 06/28 19:45
推 cpcpao: 應該也沒有時間去練更多 https://i.imgur.com/AIdRh3V.jpg 06/28 19:46
推 HSUNiFi: 預錄和現場都有 06/28 19:52
推 garyqbs: 可以看看明天髮色有沒有再變 06/28 20:19
推 tieneun: SO HOT比不上GEE?請問是用台灣體感韓國的流行嗎? 06/28 20:24
推 m9o2o: 別理那種比較 有問題就檢舉 06/28 20:26
推 giants406: so hot不是年冠嗎？XD   哈哈 06/28 20:54
推 beejoe: 我原意是指因為是音銀，所以是以節目有優異成績的曲子cove 06/28 21:17
→ beejoe: r。結果讓人進桶了…… 06/28 21:17
推 wumayzi: 是說音銀是韓國音放，韓國人有感就好啦XD 06/28 22:46
推 garyqbs: 有舞台可以看就很開心 06/28 22:51
推 cpbl727005: 推 06/29 00:44
→ PinkBnN: 經典才會一直表演啊XDDD TWICE作為後輩能表演前輩的經典 06/29 07:34
→ PinkBnN: 歌曲是很棒的事情 06/29 07:34
推 fann75829: 真的!而且都演唱自家前輩的歌曲，也有點世代傳承的感覺 06/29 10:04
推 ymax36050: 感覺今天會有不一樣的So Hot 好期待 06/29 14:18
"
"60" NA
"61" NA
"62" "作者HowWhy99 (把握現在)看板TWICE標題[公告] 水桶時間Thu Jun 28 20:31:01 2018

Daenerys5566 於 #1RDAfRcM

推 Daenerys5566: 總不能人家唱GEE你唱一首沒聽過的吧 so hot都有點    06/28 19:37
→ Daenerys5566: 比不上GEE了 更何況別的                            06/28 19:37

板規 A-4

水桶 7 日

--
https://imgur.com/xMSwWkM.gif

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 49.159.127.188
※ 文章網址: https://www.ptt.cc/bbs/TWICE/M.1530189066.A.13C.html
推 cao666: 辛苦了@[email<U+00A0>protected] 06/28 20:31
"
"63" NA
"64" NA
"65" "作者d00687 (DADA)看板TWICE標題[照片] 180628 TWICE Summer Nights 個人概念照2時間Thu Jun 28 23:00:12 2018
TWICE Summer Nights 個人概念照2

SANA
https://i.imgur.com/8Hxbuo2.jpg
https://i.imgur.com/dChcbHh.jpg

志效
https://i.imgur.com/fCConJ9.jpg
https://i.imgur.com/acv6803.jpg

MINA
https://i.imgur.com/d4bEUgk.jpg
https://i.imgur.com/TerOfTM.jpg

來源: https://goo.gl/wV8GP2
      https://goo.gl/RThDoS
      https://goo.gl/zqmYBr
      https://goo.gl/HDsBPw
      https://goo.gl/sr1D7T
      https://goo.gl/THzAZK (@jypnation)
      https://goo.gl/cJgocv
      https://goo.gl/5hQkR6
      https://goo.gl/NxSvUu
      https://goo.gl/xVfG58
      https://goo.gl/2bD8FK
      https://goo.gl/8GXjG3 (@JYPETWICE)

--

TWICE
THE 2ND SPECIAL ALBUM
Summer Nights

PRE-ORDER STARTS
2018.06.25. MON.

Dance The Night Away
2018.07.09 6PM

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.147.2.54
※ 文章網址: https://www.ptt.cc/bbs/TWICE/M.1530198014.A.FD5.html
推 qaz8521022: 推 06/28 23:00
推 tycousin: 推 06/28 23:00
推 add70249: 推 06/28 23:00
推 ce115225: 推 06/28 23:00
推 lhchangmflee: 推 06/28 23:00
推 garyqbs: o<-<  o<-<  o<-< 06/28 23:01
推 mandy00: 推 06/28 23:01
推 aa987801: 推 06/28 23:01
推 ewq650719: 推 06/28 23:01
推 AkiRyou: 推 06/28 23:01
推 m9o2o: 小隊好美o<-< 06/28 23:01
推 minne96: 志效好辣o<-< 06/28 23:02
推 morgan84726: 推 06/28 23:02
推 ssmiler: 推推推 06/28 23:02
推 twkian22: 哇~~~~~~~ 06/28 23:02
推 kyuketuhime: 正翻了 暈o<-< 06/28 23:02
推 lintwtw: 推～ 06/28 23:02
推 domowater: 志效第二張o<-< 06/28 23:02
推 erica568837: 小隊阿o<-< 06/28 23:02
推 LiHX0608: 推 06/28 23:03
推 mygirl0857: 小隊太美了！！ 06/28 23:03
推 pinkcircleee: 推 06/28 23:03
推 garyqbs: 志效太性感了 >///< 06/28 23:03
推 onlysatzu: 全身那張小隊正翻了 06/28 23:03
推 tychou: 推～ 06/28 23:03
推 dihy880000: 推 06/28 23:03
推 locifer: 推~~~ 06/28 23:03
推 vjr964040: 推~ 06/28 23:03
推 wumayzi: 志效啊啊啊啊啊啊啊啊啊(顯示倒地不起) 06/28 23:03
推 ronald000: 不知道是不是燈光的關係，好幾個沒影子XD 06/28 23:03
推 lilweiting: 志效-///////- 06/28 23:03
推 pointer258: 小隊好美 >< 06/28 23:04
推 vveva: 推啊！～ 06/28 23:04
推 lindada78: 這次造型都超讚的 06/28 23:04
推 QT1020: 小隊美翻天! 06/28 23:04
推 kop88205: 推! 06/28 23:04
推 husky1989: 第二張井南好可愛~~~~P圖素材再度get!!! 06/28 23:04
推 aa987801: o<-< 06/28 23:04
推 ljps: 小隊～～～～～～ 06/28 23:04
推 q250119: 啊啊啊啊啊啊啊啊！我需要周醫生！！！ 06/28 23:04
推 xyz212332: 推！ 06/28 23:04
推 uuu0826: 志效啊啊啊啊 06/28 23:04
推 tycousin: 小隊啊～ 06/28 23:04
推 neiko: 志效好美啊～ 06/28 23:04
推 PROMAC: 全身照 wow 06/28 23:04
推 orangeonly: 推推 06/28 23:05
推 Jsnailzz: 推～ 06/28 23:05
推 snio2427: 推 06/28 23:05
推 radishhead: 小隊>////< 06/28 23:05
→ snio2427: Sana！ 06/28 23:05
※ 編輯: d00687 (27.147.2.54), 06/28/2018 23:05:46
推 wty84136: 小隊QQQQQ 06/28 23:05
推 alice41336a: 第二位站姿都特別厲害www我開始期待明天彩彩了 06/28 23:05
推 garyqbs: Sana這套超好看,一點都沒有黑洞的感覺(疑 06/28 23:05
推 ansticelove: 都好美!!! 06/28 23:05
推 pistw: 喔喔喔喔喔志效的近照!!!!!! 06/28 23:05
推 shwd: 推推 這次大家都笑的好開XD 06/28 23:06
→ garyqbs: Mina第2張有一點點井南感XD  你要去那(誤 06/28 23:06
推 niiiiina: 小隊>< 06/28 23:06
推 vn00620134: 小隊好美 有些照片沒影子是故意的嗎xddd 06/28 23:06
推 aliceliu333: 志效太辣太辣了~~(暈) 06/28 23:06
推 elley504: 推!!! 06/28 23:07
推 oncemaggie: 推啊啊 06/28 23:07
推 c841130c: 推推推 好美! 06/28 23:07
推 wangwu9012: 天啊!!這組有點小性感o<-< o<-< 06/28 23:07
推 vjr964040: Mina側身也很不錯~ 06/28 23:07
推 twicemina3: 這次真的都好美啊~ 06/28 23:07
推 aplseed: 推! 06/28 23:07
推 sheistheone: 喔喔喔喔喔喔喔o<-< o<-< 06/28 23:07
推 aa8318800: 小隊啊啊啊啊啊啊 好美啊啊啊 06/28 23:08
推 re: 推 06/28 23:08
推 tieneun: 志效超超超超好看!! 06/28 23:08
推 radishhead: Mina全身這張好好看o<-< o<-< 06/28 23:08
推 clwwimmida: 推推推 小隊超仙 06/28 23:08
推 sea456123: 小隊好美！ 06/28 23:08
推 husky1989: 志效犯規>////< 安堆～ 06/28 23:08
推 wj1417: 小隊好美 06/28 23:09
推 kyeg339: 推推 06/28 23:09
→ clwwimmida: 都很美！！！ 06/28 23:09
推 enjoy31401: 太美拉!! 06/28 23:09
推 qaz2361: 真美 06/28 23:09
推 v6v6: 我喜歡mina的 很漂亮 哈哈 06/28 23:10
推 garyqbs: 很優雅的Sana 06/28 23:10
推 TTKevin: Mina沒有影子 好像跟預測的一樣 06/28 23:10
推 Jsnailzz: 可是志效有影子耶 06/28 23:10
推 apple930283: 小隊超辣○<-< 06/28 23:10
推 imhuahua: 大家超會擺姿勢的！！！美翻 06/28 23:10
推 YZhou610: 志效好美啊！！！ 06/28 23:11
推 Moneysteven: 借躺O＜-＜ 06/28 23:11
推 garyqbs: 被昨天影響,一直在看3個人的腳指頭 06/28 23:12
推 emily1219: 調成黑白感覺更恐怖XD 06/28 23:12
→ emily1219: http://i.imgur.com/aCJUoUV.jpg 06/28 23:12
→ emily1219: http://i.imgur.com/1zjUjYh.jpg 06/28 23:12
推 oncemaggie: 都美o<-< o<-< 06/28 23:13
推 horseboa: 為什麼sana半身照那張好像有點手震糊糊的 06/28 23:13
推 imhuahua: 蠟燭到底是綠色還藍色 怎麼看都是綠的啊 06/28 23:13
推 savilin: 屋裡志效真是太美了！好性感喔^^ 06/28 23:13
推 TTKevin: 志效在預測裡是活的啊 06/28 23:13
推 IKEA9: Sana <3 06/28 23:14
推 Ningvolley: 志效超正的啦！！ 06/28 23:14
推 garyqbs: 志效那張也可以拿來P 旁邊倒一堆人XDD 06/28 23:15
推 chung0817: 志效美炸!! 06/28 23:18
推 fallrain0910: 天啊~~ 志效好性感的pose啊~~~~ 好美~~~~~ 06/28 23:18
推 chaechae: 天啊 這幾張真的......讓我倒一下  o<-< 06/28 23:18
推 happyhsu: WoW 06/28 23:19
推 oncemaggie: 志效超美o<-< 06/28 23:20
推 JR00165733: GOD志效嗚嗚嗚嗚嗚嗚太美了 06/28 23:23
推 koay409625: 朴志效真的太美了啦!!!!!!!! 06/28 23:23
推 bigsally25: 小隊超美 06/28 23:27
推 verna99: 志效好美！ 06/28 23:29
推 NK20000: 都好美<3 06/28 23:30
推 xxxangoy: 推推 06/28 23:32
推 raxt577: 推 06/28 23:32
推 EulerFormula: 志效OMG 06/28 23:37
推 keyway590: 推!!! 06/28 23:38
推 xenia1217: 志效（噴鼻血 06/28 23:38
→ pudings: 推 好愛這次的這種風格 都好美 06/28 23:41
推 kuramylove: 今天這組也好好看! 三人的顏色都超適合 06/28 23:43
推 pudings: 志效這組拍照氣場太強大了 06/28 23:43
推 erin6677: 半身照都在笑 絕對有問題 06/28 23:49
推 lucy1968: 志效超美的 06/28 23:52
推 Leonieee: 志效阿（躺地o-<-< 06/28 23:54
推 turtlemissin: 小隊太正了 06/28 23:55
推 popo60312: 志效!!! O<-< 06/28 23:57
推 jds2518: 志效美出新高度了!! 06/28 23:58
推 tysone: 好美 我的天>< 06/29 00:02
推 Oranger99: Mina那張怎麼很像要飄走了XDD 06/29 00:02
推 HomuCat: O<-< 06/29 00:04
推 lio6o3ce: 推 06/29 00:05
→ KAPM993: 小隊真的超美 06/29 00:06
推 percyannie: 推 06/29 00:06
推 Totoro0802: wow 06/29 00:09
推 quagmire: 小隊每次回歸都美出新高度欸 06/29 00:12
推 smile00823: MINA啊啊啊啊（倒地 06/29 00:13
推 EVA1125ONCE: 志效這身材太好了!!! 女飯也倒地 06/29 00:21
推 Gaex: 推! 06/29 00:22
推 ilGroundhog: 志效拍得好好看啊 是藍色隱形眼鏡嗎 好適合他 混血感 06/29 00:22
推 whoami860506: 志效全身照超美！ 06/29 00:23
→ whoami860506: Mina好美啊～ 06/29 00:24
推 ilGroundhog: Mina還真的沒影子 修掉了吧 看Teaser是不是成真 06/29 00:28
推 yangbui: 挖~~~小隊!!!太美了~!!OMG!! 06/29 00:29
推 heimdall: 志效美翻了啊啊啊啊~ ~ 06/29 00:33
推 pasor: 小隊這張真的美!GOD志效!! 06/29 00:36
推 jun2006: 志效為什麼這麼性感!!!! 天啊啊啊啊啊~~ 06/29 00:42
推 ericbeat: 好好看啊 06/29 00:55
推 pointer258: 穿黑衣的成員全都沒有影子耶 06/29 00:57
推 ezorange: 推推 06/29 00:59
推 devidevi: 只有志效有影子 06/29 01:19
推 Oranger99: 旋轉門轉起來~ 06/29 01:24
推 pointer258: SANA有影子哦仔細看裙擺 06/29 01:44
推 A48R018: 小隊啊啊啊 06/29 01:48
推 kop88205: 三歲有影子啊 06/29 01:51
推 u6fm3: 好美！！！！！！ 06/29 02:05
推 wennn0505: 南兒這氣質！！！ 06/29 02:10
推 ookiniSN9: 志效o<-< 06/29 02:15
推 rohan0615: 推推～超美 06/29 02:56
推 Bonafide: 南 06/29 03:21
推 wunzz: Mina 笑容好甜啊~ 06/29 03:25
推 shuttlecocks: Mina啊~太美了！ 06/29 04:34
推 Keney99: 推 都好美 06/29 07:03
→ PinkBnN: 97line微性感>////////< 06/29 07:33
推 OGC218: Mina好適合回眸一笑 06/29 07:56
推 isa81148: 買了，專輯都買！！這次真的美翻o<-< 06/29 08:04
推 Hitle: 天啊～Mina!!!!!!!! 06/29 08:08
推 taekekeke: OMG 志效啊！！！ 06/29 09:52
推 OoJudyoO: 志效好正啊 06/29 10:10
推 Auer: 志效好美 06/29 10:17
推 teemo8916: 推 06/29 10:44
推 nowbee: 菜雞推個！ 06/29 12:15
推 WLR: Mina回眸超美，但往下看沒影子變超抖XD 06/29 13:23
推 Ellie2324: 美!! 都美!!!! 06/29 13:27
推 dawnA: 志效好辣！！ 06/29 14:59
推 GnilZL: 小隊超級美，被驚艷到了 06/29 15:50
推 mojena0528: 小隊好美TT 06/29 16:07
推 jerrykuo0518: Mina真的好甜 06/29 16:53
推 kuotom: 志效超美! 06/29 18:06
推 charlie1834: 志效女人味爆表了，好迷人！ 06/29 19:47
推 joyce31022: 小隊也太美了吧 06/29 23:52
推 wzywzy: 小隊真的超美啊啊啊 06/30 09:00
推 EMILYJR225: Mina好美!!!大家都好好看!!! 06/30 14:32
推 Cottonz: 志效好美 07/10 11:58
"
"66" NA
"67" NA
"68" "作者chaechae (蔡贏)看板TWICE標題[新聞] TWICE慶日本出道1周年 子瑜目標唱進東京時間Fri Jun 29 10:54:42 2018
媒體名稱：大紀元

新聞連結：http://www.epochtimes.com/b5/18/6/28/n10520455.htm

記者姓名：曾薇心

新聞全文：

http://i.epochtimes.com/assets/uploads/2018/06/180628063616100707-600x400.jpg

TWICE迎來日本出道一週年，錄製影片向粉絲致謝。

【大紀元2018年06月28日訊】（大紀元記者曾薇心編譯報導）韓國人氣女團TWICE今（28
）日迎來日本出道一周年，成員們也特地錄製了影片並準備了手寫訊息感謝粉絲們的支持
。其中，台灣成員周子瑜在手寫訊息中也向粉絲喊話：「ONCE（官方粉絲名），我們一起
以東京巨蛋為目標前進吧！」

2015年10月20日於韓國出道的TWICE，去年6月28日以日韓雙語主打歌精選專輯《#TWICE》
正式於日本出道。今日迎來出道一周年的TWICE，也特地以日文影片及手寫訊息向粉絲們
致謝。

隊長志效表示：「託ONCE（粉絲）的福，我們迎來了日本出道一周年，感謝大家！」娜璉
也感謝大家一直以來的支持。日本人成員Mina則談及「回想起來覺得這一年好像很長又感
覺很短，這段時間我們發行了專輯，又辦了巡演，真的創造了很多回憶，這些（回憶對我
們來說）真的都是寶物。」

有趣的是，在成員彩瑛以日文講到「請溫暖地守護我們成長」時，不慎講成接近「請溫暖
地守護我們社長」的發音，日本人成員Momo疑似查覺了這個可愛逗趣的小失誤，快速眨了
兩次眼睛，接著瞄向大字報方向，泛起了笑意。

日本人成員Sana談道：「如果沒有大家就沒有現在的我們，為此再次感謝大家的支持，今
後也會努力回應大家的愛，更加努力。」

台灣成員子瑜則是在手寫訊息中寫道：「賀日本出道一週年！但這並不是終點，現在才要
開始！ONCE，我們一起以東京巨蛋為目標前進吧！」

Momo也在手寫訊息中表示：「第一張CD、第一次參與音樂節目、第一場演唱會等等、這充
滿了『第一次』的一年平安結束了！謝謝你們陪伴我們走過這些『第一次』！會不忘初衷
繼續努力的！愛你們喔ONCE！！」

https://youtu.be/8YFOQjIHoa4


6/29經HowWhy99版主審核通過

心得或評論(選填)：

東京巨蛋不會等很久的  一定跟你們一起前進!!


--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 140.112.69.32
※ 文章網址: https://www.ptt.cc/bbs/TWICE/M.1530240885.A.B1B.html
推 shihyanyu: 東京巨蛋一定要飛過去看壓 06/29 11:13
推 cao666: 話說離登頂還有一段時間，攻蛋這件事倒是可以慢慢來@[email<U+00A0>protected] 06/29 11:19
推 garyqbs: 明年有機會,加油 06/29 11:59
→ garyqbs: 666你又來了,想在東蛋開演唱會跟登頂有什麼關係,在東蛋開 06/29 12:00
推 pointer258: 推子瑜 06/29 12:01
→ garyqbs: 過演唱會的歌手很多 06/29 12:01
→ garyqbs: 一天到晚發這種誤導推文,看來是聽不懂人話 06/29 12:02
推 VicJet: 東蛋就衝去看了！ 06/29 12:11
推 raxt577: 推 06/29 12:15
推 wei071188: 推推 06/29 13:05
推 lopopo001: 先來台北小巨蛋吧 06/29 13:55
推 vjr964040: 來了你去看嗎?  如果不會 關心太多了吧 06/29 14:01
推 garyqbs: 期待許願成真~ 06/29 14:06
推 ymax36050: 請溫暖地守護我們社長xd 06/29 14:12
推 ymax36050: 話說東京巨蛋跟武道館哪個比較有指標性啊？ 感覺武道館 06/29 14:16
→ ymax36050: 開演唱會的訊息比較常見 06/29 14:16
→ garyqbs: 照片選的有喜感 06/29 14:31
推 njpj4z04: 東京巨蛋可以坐快5萬人啊 06/29 14:57
推 njpj4z04: 武道館1.5萬 能站上東京巨蛋的韓團沒很多所以不常出現 06/29 15:00
推 wumayzi: 加油！朝目標前進！！但巨蛋的話，蛋頂就真的是蛋頂了XDD 06/29 15:01
